Year_Birth,Education,Marital_Status,,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain
1964,Master,Married,,"79,143.00",0,0,08-11-2012,2,32,650,37,27,167,780,1,6,0,9,13,3,0,0,0,0,0
1958,PhD,Widow,,"80,995.00",0,1,05-11-2013,83,56,860,28,73,56,409,1,8,0,9,4,4,0,0,0,0,0
1964,Graduation,Married,,"60,597.00",0,1,01-01-2014,2,66,522,0,32,16,257,4,2,0,2,8,7,0,0,0,1,0
1957,2n Cycle,Married,,"82,347.00",0,0,11-06-2012,38,63,556,54,202,133,845,1,7,1,7,10,3,0,0,0,1,0
1976,Graduation,Together,,"71,322.00",0,1,05-02-2014,31,42,121,24,24,15,124,1,4,0,1,7,2,0,0,0,0,0
1985,Graduation,Together,,"54,006.00",1,0,9/18/12,42,97,174,77,6,24,203,2,8,0,1,7,7,0,0,0,0,0
1964,PhD,Divorced,,"78,825.00",0,0,9/14/12,35,18,483,74,169,37,114,1,5,0,10,13,3,0,0,0,0,0
1992,Graduation,Together,,"63,207.00",0,0,1/20/13,68,70,438,169,91,169,565,1,2,0,3,6,7,0,0,0,1,0
1978,Graduation,Together,,"16,531.00",1,0,6/18/14,43,11,2,13,7,5,6,3,3,0,0,3,7,0,0,0,0,0
1955,PhD,Together,,"75,261.00",0,0,4/23/13,17,17,1239,17,23,34,413,1,5,0,6,5,2,0,1,1,0,0
1975,Graduation,Single,,"42,160.00",1,1,6/28/13,26,20,48,9,3,15,45,4,2,0,1,4,6,0,0,0,0,0
1969,Graduation,Married,,"65,747.00",0,1,03-07-2014,96,13,346,17,23,13,48,4,8,0,1,6,6,0,1,0,0,0
1899,PhD,Together,,"83,532.00",0,0,9/26/13,36,224,755,144,104,64,562,1,4,0,6,4,1,0,0,1,0,0
1974,PhD,Together,,"45,068.00",0,1,5/16/13,25,3,14,0,0,0,3,1,1,0,0,2,7,0,0,0,0,0
1990,PhD,Married,,"74,214.00",0,0,8/26/12,3,33,863,83,86,99,547,1,8,0,2,5,5,0,0,0,0,0
1957,PhD,Married,,"82,017.00",0,0,11-07-2012,58,23,184,23,30,23,446,1,5,0,4,7,2,0,1,1,1,0
1971,Master,Single,,"39,763.00",1,0,08-04-2013,9,16,80,1,4,6,60,2,5,0,1,2,9,0,0,0,0,0
1953,Graduation,Together,,"34,587.00",1,1,5/16/14,68,2,7,2,2,0,9,2,1,0,0,3,4,0,0,0,0,0
1961,PhD,Together,,"32,583.00",1,1,6/15/14,10,1,5,0,0,0,3,1,1,0,0,2,7,0,0,0,0,0
1983,Master,Married,,"27,100.00",1,0,04-05-2013,64,10,12,0,2,0,13,1,1,0,0,3,7,0,0,0,0,0
1974,PhD,Married,,"38,410.00",0,0,9/14/12,65,14,153,64,116,64,123,2,5,0,2,9,6,0,0,0,0,0
1976,Master,Together,,"30,560.00",1,0,6/27/13,6,7,9,1,4,5,5,1,1,0,0,3,7,0,0,0,0,0
1955,Graduation,Together,,"42,586.00",1,1,10/29/12,7,0,194,2,0,0,56,5,4,0,1,6,8,0,0,0,0,0
1950,PhD,Married,,"48,699.00",1,1,5/21/13,90,1,26,1,2,0,10,1,1,0,0,3,5,0,0,0,0,0
1983,Graduation,Divorced,,"82,025.00",0,0,5/28/13,76,98,267,98,48,70,606,1,3,0,2,6,1,0,0,1,0,0
1962,PhD,Widow,,"71,670.00",0,0,07-09-2013,8,160,1462,16,0,0,128,1,5,0,3,6,6,1,1,1,0,0
1988,Graduation,Single,,"68,655.00",0,0,08-10-2012,95,38,456,19,75,118,832,1,4,0,5,11,3,0,0,0,0,0
1980,Graduation,Together,,"44,010.00",1,0,10/13/12,46,48,186,36,86,72,234,6,10,0,2,6,9,0,0,0,0,0
1982,Graduation,Single,,,1,0,6/17/13,57,6,11,3,2,2,22,2,2,0,0,3,6,0,0,0,0,0
1975,2n Cycle,Together,,"46,772.00",0,1,11-07-2012,88,57,350,104,197,151,189,6,11,1,8,5,8,0,0,0,0,0
1962,Graduation,Together,,"62,568.00",0,1,04-07-2014,99,61,362,17,80,35,398,3,5,0,3,5,4,0,0,0,1,0
1975,Graduation,Single,,"33,249.00",1,0,2/20/13,11,42,6,10,19,14,21,2,2,0,1,3,6,0,0,0,0,0
1963,2n Cycle,Single,,"39,548.00",1,1,3/31/14,87,18,15,4,3,4,10,2,1,0,1,3,3,0,0,0,0,0
1962,Master,Single,,"45,183.00",0,0,1/20/13,33,12,219,3,12,9,60,1,4,0,1,7,7,0,1,0,0,0
1974,Master,Married,,"63,206.00",0,0,3/20/14,65,26,750,8,11,8,125,1,4,0,3,6,2,0,0,1,0,0
1965,PhD,Together,,"34,230.00",1,1,12/26/12,72,2,15,0,0,0,4,1,1,0,0,2,7,0,0,0,0,0
1951,PhD,Widow,,"67,680.00",0,1,06-11-2013,8,6,546,0,0,6,48,1,7,0,3,8,5,0,0,0,0,0
1971,PhD,Together,,"32,892.00",1,0,5/25/14,78,2,26,0,2,1,15,2,3,0,0,3,8,0,0,0,0,0
1971,Master,Married,,"56,850.00",0,1,3/23/14,83,0,34,1,2,7,19,1,1,0,1,3,2,0,0,0,0,0
1971,Graduation,Together,,"38,590.00",1,0,5/15/13,65,3,3,1,4,3,8,1,1,0,0,2,8,0,0,0,0,0
1975,2n Cycle,Together,,"19,789.00",1,0,11/20/13,24,28,2,5,28,6,9,3,2,1,1,3,5,0,0,0,0,0
1983,2n Cycle,Single,,"81,698.00",0,0,03-01-2013,1,45,709,45,30,160,115,1,8,0,2,5,5,0,0,0,1,0
1979,Graduation,Single,,"60,474.00",0,1,04-01-2013,25,170,265,199,234,9,303,7,10,0,2,12,7,0,0,0,0,0
1952,Graduation,Divorced,,"51,537.00",0,1,12-09-2012,27,92,787,20,0,0,204,3,2,0,2,11,8,0,0,0,0,0
1962,Graduation,Together,,"76,081.00",0,0,5/23/14,85,200,292,30,63,33,415,1,4,0,5,4,2,0,0,0,1,0
1982,Master,Single,,"75,777.00",0,0,07-04-2013,12,80,712,26,69,13,538,1,3,0,6,11,1,0,1,1,0,0
1974,Graduation,Together,,"83,145.00",0,0,9/22/12,14,114,777,35,39,137,731,1,5,0,9,11,2,0,0,1,0,0
1973,Master,Married,,"27,159.00",1,1,3/29/14,33,1,17,0,0,0,3,2,1,0,0,3,6,0,0,0,0,0
1953,PhD,Single,,"51,411.00",1,2,5/26/13,81,1,14,0,0,0,3,1,0,0,0,3,5,0,0,0,0,0
1971,Graduation,Together,,"71,796.00",0,0,10/24/13,54,32,354,21,167,75,311,1,9,0,3,4,4,0,0,0,0,0
1965,Graduation,Together,,"71,613.00",0,0,8/21/13,26,42,426,49,111,21,127,1,8,0,2,10,4,0,0,0,0,0
1963,Graduation,Single,,"49,980.00",0,1,10/23/13,79,14,104,1,13,9,54,2,3,0,1,5,5,0,0,0,0,0
1949,Master,Married,,"48,150.00",0,1,06-08-2013,24,47,173,2,3,2,39,3,5,0,1,4,7,0,0,0,0,0
1960,Graduation,Together,,"62,807.00",0,1,8/31/12,83,99,526,28,10,21,135,3,5,0,3,12,5,0,0,0,0,0
1965,Graduation,Married,,"77,343.00",0,0,06-09-2014,28,31,227,151,98,54,573,1,3,0,4,9,1,0,0,0,0,0
1976,Basic,Married,,"7,500.00",0,0,11/13/12,59,16,6,16,11,1,11,1,2,0,0,3,8,0,0,0,0,0
1965,2n Cycle,Married,,"70,924.00",0,0,04-07-2014,41,76,635,114,132,152,254,1,6,0,6,7,3,0,0,1,0,0
1953,Master,Married,,"65,569.00",0,1,11-05-2012,96,70,397,46,20,38,288,2,6,0,5,10,3,0,0,0,0,0
1984,Graduation,Married,,"90,000.00",0,0,12/23/13,91,241,675,144,94,192,133,1,4,1,8,5,1,0,0,1,1,0
1965,Master,Married,,"70,053.00",0,1,07-03-2013,38,89,512,53,81,179,98,3,8,0,5,10,5,0,0,0,0,0
1969,PhD,Single,,"48,240.00",0,0,11-09-2012,73,41,389,91,64,49,248,3,6,0,3,13,5,0,0,0,0,0
1954,Master,Married,,"45,736.00",0,1,7/24/13,92,43,188,3,20,3,180,5,7,0,1,6,7,0,0,0,0,0
1963,Graduation,Divorced,,"45,146.00",1,1,7/15/13,28,15,33,0,0,0,5,2,1,0,1,2,4,0,0,0,0,0
1971,Master,Married,,"35,178.00",1,0,01-10-2013,10,18,23,1,2,2,13,1,1,1,1,2,7,0,0,0,0,0
1976,Graduation,Together,,"78,416.00",0,1,6/27/14,99,183,453,38,188,38,279,2,7,0,7,10,3,0,0,0,0,0
1982,PhD,Together,,"70,038.00",0,0,10/25/13,54,130,587,54,71,54,348,1,4,0,4,8,2,0,0,0,0,0
1975,Master,Together,,"17,459.00",1,0,9/19/13,12,30,6,4,3,10,16,3,3,0,1,2,7,0,0,0,0,0
1976,Master,Married,,"33,181.00",1,0,01-03-2014,90,4,9,0,0,0,3,1,1,1,0,2,6,0,0,0,0,0
1963,Graduation,Single,,"80,695.00",0,0,12/29/13,85,18,557,129,193,37,984,1,5,0,8,5,2,0,0,0,0,0
1970,Graduation,Together,,"81,205.00",0,0,1/13/14,43,130,724,74,97,55,929,1,5,1,6,7,2,1,0,1,0,0
1978,PhD,Married,,"37,717.00",1,0,11/23/12,31,5,9,0,4,1,6,1,1,0,0,2,9,0,0,0,0,0
1993,Graduation,Single,,"74,293.00",0,0,05-04-2014,66,81,375,152,93,91,335,1,5,0,4,6,2,0,0,0,0,0
1972,Graduation,Married,,"30,675.00",1,0,11-12-2012,14,21,10,2,11,2,16,1,1,0,0,3,8,0,0,0,0,0
1973,Master,Married,,"54,108.00",1,1,11-05-2012,74,97,539,6,8,6,91,13,8,0,2,9,8,0,0,0,0,0
1953,Graduation,Single,,"40,464.00",0,1,01-11-2013,78,41,424,17,7,23,118,6,8,0,2,8,8,0,0,0,0,0
1949,PhD,Together,,"67,911.00",0,1,5/22/14,63,0,529,0,63,28,356,3,6,0,7,11,3,0,0,0,0,0
1988,Graduation,Together,,"29,604.00",1,0,12-08-2013,88,14,7,6,7,6,13,1,1,1,0,3,9,0,0,0,0,0
1972,Graduation,Married,,"33,622.00",1,1,4/13/13,22,12,39,1,3,4,22,3,2,0,0,4,7,0,0,0,0,0
1956,Master,Together,,"58,656.00",0,1,9/20/12,25,12,962,12,16,24,194,4,7,0,8,13,6,0,0,1,0,0
1975,2n Cycle,Divorced,,"11,448.00",0,0,12/15/13,16,6,0,0,6,2,0,1,1,0,0,2,6,0,0,0,0,0
1988,2n Cycle,Single,,"23,331.00",1,0,10-05-2012,97,5,104,20,24,15,101,6,5,0,1,5,9,0,0,0,0,0
1951,Graduation,Widow,,"70,792.00",0,0,02-06-2013,82,114,344,45,104,11,654,2,3,0,4,10,3,0,0,0,0,0
1988,Master,Married,,"78,285.00",0,0,10/28/13,13,40,647,107,175,67,391,1,6,0,4,10,3,0,0,0,0,0
1965,2n Cycle,Married,,"76,800.00",0,0,03-08-2014,33,81,173,26,35,71,255,1,4,0,4,7,1,0,0,0,0,0
1986,Graduation,Single,,"26,816.00",0,0,8/17/12,50,3,5,1,3,4,6,1,0,0,0,3,4,0,0,0,0,0
1985,2n Cycle,Together,,"7,500.00",1,0,08-01-2012,98,34,5,17,13,14,17,4,2,0,1,3,9,0,0,0,0,0
1980,2n Cycle,Together,,"25,130.00",1,0,10-02-2013,10,18,2,5,0,18,7,2,2,0,0,3,7,0,0,0,0,0
1976,Graduation,Divorced,,"40,780.00",0,1,09-08-2012,30,34,229,27,13,3,71,4,7,0,1,5,9,0,0,0,0,0
1979,2n Cycle,Married,,"31,086.00",1,1,05-04-2013,79,16,16,2,3,0,11,2,1,1,1,2,8,0,0,0,0,0
1987,PhD,Single,,"42,000.00",0,0,01-10-2013,23,35,124,83,85,59,267,2,5,0,2,11,5,0,0,0,0,0
1991,2n Cycle,Single,,"61,618.00",0,0,9/29/12,27,205,605,91,0,45,399,2,3,0,6,8,3,0,0,0,0,0
1970,Master,Married,,"36,138.00",1,1,7/16/13,48,5,130,0,0,0,16,5,3,0,1,4,7,0,1,0,0,0
1949,PhD,Married,,"69,098.00",0,0,2/16/13,82,178,1315,22,145,0,780,1,7,0,8,9,5,0,0,0,0,0
1964,Graduation,Together,,"55,761.00",0,1,4/24/14,97,32,136,1,0,3,12,2,4,0,1,3,6,0,1,0,0,0
1987,Graduation,Single,,"29,236.00",1,0,10-08-2013,30,9,37,4,16,9,24,2,4,0,0,3,9,0,0,0,0,0
1950,PhD,Together,,"59,292.00",0,1,6/13/13,71,14,378,14,19,14,68,2,3,0,5,8,3,0,0,0,0,0
1968,Master,Divorced,,"23,748.00",1,0,11/21/12,97,8,6,6,12,15,29,3,2,0,1,3,8,0,0,0,0,0
1962,PhD,Together,,"31,497.00",0,1,12-06-2012,22,4,108,1,13,1,28,2,3,0,1,4,8,0,0,0,0,0
1963,PhD,Divorced,,"48,799.00",0,1,11-05-2013,9,24,174,18,28,6,81,3,3,0,2,7,3,0,0,0,0,0
1954,Graduation,Married,,"62,820.00",0,0,05-11-2013,51,53,398,61,138,61,265,1,3,0,4,6,1,0,0,0,0,0
1979,Master,Divorced,,"33,462.00",1,0,08-07-2013,78,11,22,3,0,0,18,1,2,0,0,3,7,0,0,0,0,0
1988,Graduation,Married,,"24,645.00",1,0,11-01-2012,16,0,5,3,4,1,4,1,1,0,0,2,8,0,0,0,0,0
1980,Master,Married,,"31,535.00",1,0,9/26/13,95,19,15,4,0,0,13,1,1,1,1,2,7,0,0,0,0,0
1984,Graduation,Married,,"38,680.00",1,0,3/28/13,97,12,11,0,15,5,36,1,2,0,0,3,7,0,0,0,0,0
1980,2n Cycle,Together,,"14,515.00",1,0,11-09-2012,71,35,6,4,6,36,9,4,2,0,2,3,7,0,0,0,0,0
1976,Graduation,Divorced,,"64,892.00",0,1,5/29/14,77,65,527,24,32,24,230,2,6,0,4,12,4,0,0,0,0,0
1981,Master,Single,,"36,143.00",1,0,3/30/14,33,6,12,0,0,0,1,1,0,0,1,2,3,0,0,0,0,0
1967,2n Cycle,Together,,"30,753.00",1,1,07-11-2013,85,30,12,5,0,9,25,2,1,0,1,3,5,0,0,0,0,0
1949,Master,Together,,"49,912.00",0,1,09-07-2012,5,42,520,8,32,49,223,4,10,1,5,7,8,0,0,0,0,0
1977,Master,Married,,"22,701.00",1,0,09-05-2013,2,5,2,4,0,4,9,1,1,0,0,3,5,0,0,0,0,0
1979,Graduation,Single,,"61,825.00",0,1,08-07-2013,56,27,162,50,55,30,100,1,4,0,2,8,4,0,0,0,0,0
1966,Graduation,Single,,"63,810.00",0,1,11-11-2012,45,101,977,12,16,12,253,4,4,0,3,12,8,0,1,0,0,0
1977,Graduation,Married,,"71,855.00",0,1,1/16/13,59,28,548,31,0,112,422,4,5,0,5,11,3,0,0,0,0,0
1974,PhD,Single,,"71,466.00",0,0,04-05-2014,86,0,412,12,78,182,546,1,4,0,4,10,1,0,0,0,0,0
1974,2n Cycle,Married,,"45,894.00",0,2,2/27/14,15,13,27,2,0,2,7,1,1,0,0,3,5,0,0,0,0,0
1972,Graduation,Together,,"59,868.00",0,1,7/22/13,37,154,771,51,54,10,154,7,11,0,2,12,6,0,0,0,0,0
1958,Master,Married,,"51,412.00",0,1,12/31/13,42,14,140,3,4,5,29,2,3,0,2,4,4,0,0,0,0,0
1953,Graduation,Single,,"69,267.00",0,0,9/22/12,31,146,778,44,95,73,499,2,3,0,4,5,7,0,0,0,0,0
1973,Graduation,Married,,"34,961.00",1,0,6/19/14,77,1,45,2,4,1,26,3,3,0,1,3,7,0,0,0,0,0
1974,Graduation,Single,,"49,166.00",0,1,6/13/13,17,110,224,2,7,0,25,2,5,0,3,3,6,0,0,0,0,0
1949,PhD,Together,,"67,911.00",0,1,5/22/14,63,0,529,0,63,28,356,3,6,0,7,11,3,0,0,0,0,0
1982,Graduation,Together,,"50,272.00",1,0,08-07-2013,75,4,99,13,43,8,66,3,4,0,1,5,7,0,0,0,0,0
1945,PhD,Married,,"70,356.00",0,0,11-05-2012,20,33,1349,16,43,16,249,2,10,0,6,9,6,0,0,0,0,0
1971,Graduation,Married,,"36,715.00",1,0,11/17/12,16,16,172,10,21,13,125,6,7,0,2,4,9,0,0,0,0,0
1988,2n Cycle,Divorced,,"35,388.00",1,0,03-07-2013,20,8,6,4,4,3,7,1,1,0,0,3,7,0,0,0,0,0
1973,Basic,Together,,"27,190.00",1,0,8/15/13,13,3,1,6,0,1,7,1,1,1,0,2,8,0,0,0,0,0
1969,Master,Single,,"62,772.00",0,1,5/19/13,74,108,581,49,43,8,157,1,5,0,6,11,2,0,1,0,0,0
1966,Basic,Together,,"22,634.00",0,0,1/16/13,47,46,2,23,8,6,11,1,2,0,1,2,8,0,0,0,0,0
1976,2n Cycle,Together,,"26,326.00",0,0,09-04-2013,12,9,1,0,0,3,5,1,0,0,0,3,3,0,0,0,0,1
1986,PhD,Single,,"69,867.00",0,0,04-02-2013,30,54,196,0,33,130,512,1,3,0,5,8,1,0,0,0,1,0
1979,Graduation,Married,,"36,781.00",1,0,04-10-2014,16,13,29,1,0,3,17,1,2,0,1,2,8,0,0,0,0,0
1978,2n Cycle,Together,,"17,117.00",1,0,1/17/13,96,7,12,23,30,18,38,4,3,0,1,3,9,0,0,0,0,0
1974,Graduation,Single,,"32,233.00",1,0,8/19/12,26,72,138,15,25,11,35,2,6,1,2,2,9,0,0,0,0,0
1968,Graduation,Married,,"61,314.00",0,1,4/25/13,1,172,378,0,97,172,189,2,5,0,5,12,3,0,0,0,0,0
1959,PhD,Divorced,,"62,859.00",0,1,12/30/12,37,25,1063,89,16,12,102,4,9,0,4,6,6,0,0,0,0,0
1973,PhD,Together,,"39,435.00",1,0,08-06-2013,16,13,71,0,0,0,18,1,3,0,1,2,7,0,0,0,0,0
1988,Graduation,Married,,"84,219.00",0,0,02-02-2014,27,45,434,137,45,137,400,1,3,0,4,10,1,0,0,0,0,0
1976,PhD,Together,,"72,335.00",0,0,8/13/12,2,0,1285,105,28,21,653,1,10,0,4,8,8,0,0,0,0,0
1965,Graduation,Married,,"44,393.00",1,1,8/22/13,86,10,24,2,2,2,20,2,1,0,0,4,4,0,0,0,0,0
1962,Graduation,Single,,"69,627.00",0,1,3/17/13,35,53,231,161,171,30,215,2,8,0,2,11,5,0,0,0,0,0
1979,Graduation,Single,,"48,526.00",1,0,12/24/13,32,9,23,17,43,20,23,1,2,0,1,4,3,0,0,0,0,0
1963,Graduation,Divorced,,"68,118.00",0,1,10/18/13,51,154,595,23,10,23,123,2,8,0,9,4,6,0,0,0,0,0
1952,Graduation,Married,,"35,704.00",1,1,01-03-2014,54,30,30,9,2,11,12,3,2,0,0,4,4,0,0,0,0,0
1978,Graduation,Together,,"53,172.00",0,1,05-06-2013,54,125,121,62,68,20,90,3,2,0,3,8,3,0,0,0,0,0
1951,Master,Together,,"29,298.00",1,1,09-07-2013,60,1,6,0,2,0,2,1,1,0,0,2,5,0,0,0,0,0
1983,Graduation,Married,,"69,520.00",0,0,07-07-2013,95,93,627,120,121,80,414,1,9,0,6,5,5,0,0,0,0,0
1965,Graduation,Married,,"44,375.00",0,1,3/23/14,73,41,213,5,7,7,28,1,4,0,1,6,5,0,0,0,0,0
1962,Master,Single,,"59,247.00",0,2,11-08-2013,87,83,327,9,19,14,122,5,5,0,2,9,6,0,0,0,0,0
1966,Graduation,Together,,"60,894.00",0,1,6/28/13,61,54,606,7,10,0,155,5,10,0,3,8,7,0,0,0,0,0
1975,Graduation,Divorced,,"70,300.00",1,0,7/15/13,89,46,1045,61,60,46,338,3,5,0,5,13,8,0,0,0,0,0
1974,Graduation,Divorced,,"1,02,692.00",0,0,04-05-2013,5,148,168,148,32,172,444,1,6,0,9,13,2,1,1,1,1,0
1978,Graduation,Together,,"25,851.00",1,0,02-11-2013,45,5,9,4,7,5,18,2,2,0,0,3,7,0,0,0,0,0
1954,Graduation,Divorced,,"64,497.00",0,1,09-10-2012,17,192,1170,48,42,32,320,5,11,1,4,9,8,0,0,0,0,0
1986,2n Cycle,Together,,"20,491.00",0,0,1/25/13,16,10,5,4,4,2,5,1,0,0,1,2,7,0,0,0,0,0
1971,Graduation,Married,,"64,722.00",1,0,5/26/14,47,15,303,0,60,147,280,4,8,0,2,11,6,0,0,0,0,0
1951,Master,Together,,"47,352.00",0,1,04-11-2013,70,15,172,12,8,0,112,4,6,0,1,5,7,0,0,0,0,0
1988,Graduation,Single,,"68,655.00",0,0,08-10-2012,95,38,456,19,75,118,832,1,4,0,5,11,3,0,0,0,0,0
1985,Basic,Single,,"16,581.00",0,0,01-12-2013,51,11,1,3,2,3,4,1,0,0,0,3,4,0,0,0,0,0
1978,Master,Together,,"85,738.00",0,0,1/23/14,41,13,913,26,17,26,376,1,3,0,6,11,1,0,1,1,0,0
1972,Graduation,Married,,"30,023.00",1,0,3/24/14,28,21,11,0,7,6,16,1,2,0,0,3,8,0,0,0,0,0
1965,Graduation,Together,,"36,317.00",0,1,5/22/13,53,13,87,3,3,2,25,2,3,0,0,4,7,0,0,0,0,0
1975,Graduation,Married,,"35,797.00",0,1,10/16/12,16,21,27,1,4,1,14,2,2,0,0,3,8,0,0,0,0,0
1985,PhD,Single,,"37,929.00",0,0,7/30/13,49,10,202,2,3,2,46,2,4,0,2,5,7,0,1,0,1,0
1972,Graduation,Married,,"24,434.00",2,0,5/18/14,9,17,3,2,20,0,8,2,2,0,1,2,7,0,0,0,0,0
1977,2n Cycle,Together,,"82,326.00",0,0,03-10-2014,30,183,938,142,159,81,754,1,5,0,10,6,2,0,1,1,1,0
1991,PhD,Together,,"68,682.00",0,0,10-06-2013,56,45,919,0,99,30,505,1,4,0,9,10,2,0,0,0,0,0
1965,PhD,Married,,"69,969.00",0,0,8/27/13,64,44,882,29,38,29,514,1,4,0,2,6,3,0,0,1,1,0
1960,Graduation,Together,,"70,971.00",0,1,9/21/12,28,17,1001,17,93,125,572,7,11,0,11,5,7,0,0,0,0,0
1960,Master,Together,,"73,113.00",0,0,12/26/13,86,28,741,19,50,9,154,1,3,0,4,7,2,0,0,0,0,0
1955,Graduation,Married,,"48,726.00",0,1,4/27/13,90,59,138,3,4,0,38,3,3,0,2,4,6,0,0,0,0,0
1988,Graduation,Single,,"39,747.00",1,0,4/13/14,43,52,80,15,20,13,93,3,5,0,1,4,8,0,0,0,0,0
1964,PhD,Divorced,,"64,140.00",0,2,9/23/13,71,215,1459,0,0,15,61,5,2,1,5,6,5,1,0,1,0,0
1956,Graduation,Married,,"50,387.00",0,2,8/31/13,91,34,369,9,12,14,87,3,6,0,2,8,5,0,0,0,0,0
1976,Graduation,Single,,"37,697.00",1,0,02-07-2014,82,8,34,6,11,4,21,1,2,0,1,3,6,0,0,0,0,0
1949,PhD,Married,,"58,607.00",0,1,12/23/12,63,19,867,0,0,0,86,3,2,0,3,9,8,0,1,0,0,0
1977,2n Cycle,Divorced,,"59,601.00",0,1,7/25/13,14,23,691,7,0,7,69,4,2,0,2,7,8,0,1,0,0,0
1969,Graduation,Together,,"54,165.00",0,0,5/28/13,72,11,127,4,15,6,73,1,2,0,1,7,2,0,0,0,0,0
1960,2n Cycle,Divorced,,"87,305.00",0,0,9/23/12,19,80,345,25,63,138,501,1,5,0,3,8,2,0,0,1,0,0
1968,PhD,Single,,"38,236.00",1,1,9/20/13,2,10,58,0,2,0,18,4,3,0,0,4,7,0,0,0,0,0
1973,2n Cycle,Divorced,,"31,163.00",1,0,2/13/14,54,10,2,3,11,2,10,1,1,0,0,3,6,0,0,0,0,0
1968,PhD,Married,,"29,187.00",1,0,05-09-2013,43,2,26,0,0,0,6,1,1,0,0,3,8,0,0,0,0,0
1985,2n Cycle,Married,,"36,145.00",1,0,6/16/13,13,18,56,4,17,1,76,4,4,1,1,3,9,0,0,0,0,0
1979,Master,Single,,"16,653.00",1,0,4/18/14,10,7,5,7,15,4,31,3,2,0,1,3,6,0,0,0,0,0
1976,Master,Together,,"37,509.00",1,0,09-12-2012,24,5,37,5,12,8,56,2,3,0,0,4,7,0,0,0,0,0
1974,PhD,Single,,"30,899.00",1,0,10/13/12,35,1,24,0,0,0,8,2,1,0,0,3,6,0,0,0,0,0
1946,Graduation,Together,,"37,760.00",0,0,8/31/12,20,28,84,5,150,12,38,2,4,0,1,6,7,0,0,0,0,0
1967,Master,Divorced,,"81,380.00",0,0,12/22/12,51,103,741,68,224,68,689,1,4,0,2,10,2,0,0,0,0,0
1981,Master,Together,,"42,021.00",1,0,8/31/12,34,27,393,5,7,5,136,5,10,1,1,6,9,0,0,0,0,0
1952,PhD,Together,,"61,010.00",0,1,10-09-2012,57,76,888,0,0,0,57,2,8,0,5,11,5,0,0,0,0,0
1966,PhD,Married,,"57,705.00",0,1,01-11-2014,14,40,383,0,6,4,53,3,8,0,1,6,6,0,0,0,0,0
1972,2n Cycle,Single,,"65,704.00",0,0,10/13/13,18,246,279,172,38,8,74,1,2,0,10,10,1,0,0,0,0,0
1982,Basic,Single,,"24,367.00",1,0,3/20/13,58,5,2,4,0,11,2,1,1,0,0,2,9,0,0,0,0,0
1952,Master,Together,,"55,951.00",0,1,8/23/12,62,40,1241,0,0,13,80,3,3,0,6,11,8,1,1,0,0,0
1979,2n Cycle,Single,,"88,194.00",0,1,3/19/14,19,38,688,14,201,24,309,1,11,1,10,10,5,0,0,0,1,0
1951,Graduation,Married,,"75,903.00",0,1,04-08-2013,50,100,340,108,130,38,185,2,6,0,6,9,3,0,0,0,0,0
1970,Graduation,Divorced,,"58,710.00",0,1,3/31/13,77,174,440,81,0,122,368,6,11,0,5,9,6,0,0,0,0,0
1984,Graduation,Married,,"31,761.00",1,0,04-05-2014,96,28,19,1,16,14,20,2,3,0,0,4,5,0,0,0,0,0
1981,Graduation,Married,,"54,386.00",0,1,5/17/13,8,25,277,21,62,21,64,2,3,0,2,10,3,0,0,0,0,0
1990,2n Cycle,Single,,"51,250.00",1,0,3/30/13,28,40,342,32,34,32,230,5,10,1,5,4,9,0,0,0,0,0
1951,PhD,Married,,"78,939.00",0,0,12-12-2013,57,205,794,115,150,0,243,1,8,0,5,6,3,0,0,0,0,0
1986,PhD,Married,,"82,333.00",0,0,3/30/13,60,17,1311,0,46,89,359,1,4,0,3,10,2,0,0,1,0,0
1986,Graduation,Married,,"71,952.00",1,0,01-10-2013,93,93,656,80,52,107,455,2,8,1,4,8,4,0,0,1,0,0
1946,PhD,Together,,"44,124.00",0,1,05-11-2013,62,52,284,0,0,6,55,4,6,0,2,5,8,0,0,0,0,0
1959,Master,Together,,"89,120.00",0,0,3/17/14,78,55,1168,92,72,129,408,1,5,0,6,7,1,0,0,1,0,0
1955,Master,Married,,"38,452.00",1,1,3/30/14,62,2,56,0,0,0,14,3,3,0,0,3,7,0,0,0,0,0
1974,Graduation,Married,,"30,631.00",1,0,07-12-2013,75,20,15,6,4,5,20,1,3,0,1,2,7,0,0,0,0,0
1978,Graduation,Married,,"28,442.00",2,0,2/24/14,53,6,19,3,11,8,10,3,2,0,1,4,4,0,0,0,0,0
1961,Graduation,Single,,"82,332.00",0,0,9/17/12,89,19,830,59,51,79,968,1,5,0,3,12,2,0,0,1,0,0
1969,Graduation,Widow,,"40,590.00",1,1,10-02-2013,30,37,154,0,6,11,50,5,3,1,4,3,6,0,0,0,0,0
1946,PhD,Single,,"82,800.00",0,0,11/24/12,23,45,1006,22,59,68,115,1,7,0,6,12,3,0,0,1,1,0
1971,PhD,Divorced,,"65,808.00",1,1,5/30/14,1,10,155,7,13,7,80,3,5,0,1,5,6,0,0,0,0,0
