Year_Birth,Income,Kidhome,Teenhome,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,D_Customer,M_Customer,Y_Customer,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,target
1956,77376,1,1,72,12,492,19,16,12,110,4,6,0,3,10,4,0,0,0,0,0,10,5,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1986,29999,1,0,22,11,68,7,10,5,59,4,3,0,1,4,8,0,0,0,0,0,13,2,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1968,63841,0,1,64,131,635,15,20,7,100,1,9,0,3,9,6,0,0,0,0,0,21,4,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1975,66653,1,1,18,6,452,18,16,18,102,4,4,0,2,12,3,0,0,0,0,0,7,9,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1950,56551,1,1,48,16,67,4,17,2,32,3,2,0,1,4,4,0,0,0,0,0,7,5,2014,False,False,False,False,True,False,False,False,False,False,False,True,False,0
1966,44529,0,1,98,26,538,13,17,6,91,6,6,0,2,11,5,0,1,0,0,0,5,7,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1975,41658,1,1,30,29,8,4,15,4,12,2,1,0,1,2,4,0,0,0,0,0,9,11,2012,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1951,71965,0,1,21,248,572,19,50,38,286,3,6,0,3,5,3,0,0,0,0,0,29,7,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1966,80398,0,0,92,26,342,51,207,35,936,1,5,0,8,12,3,0,0,1,0,0,10,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1982,45203,2,0,4,24,35,3,10,8,67,1,3,0,1,3,6,0,0,0,0,0,23,3,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1979,58025,0,1,81,22,270,31,11,48,88,3,3,0,2,10,4,0,0,0,0,0,26,11,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1953,62551,0,0,27,27,125,16,134,21,98,1,6,1,7,4,3,0,0,0,0,0,18,11,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1952,84574,0,0,72,163,387,20,38,54,713,1,9,0,11,11,5,0,0,0,0,0,4,6,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1957,55267,0,1,28,45,161,28,32,3,136,4,3,0,4,6,3,0,0,0,0,0,21,10,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1949,62845,1,1,3,34,1099,0,0,0,45,11,3,0,4,10,8,0,1,0,0,0,1,10,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,1
1945,69755,0,0,23,93,217,77,111,23,373,1,3,0,6,12,1,0,0,0,0,0,2,10,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1995,34824,0,0,65,4,4,2,2,0,11,1,1,0,0,2,6,0,0,0,0,0,26,3,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1989,17487,1,0,37,6,0,0,7,4,1,1,1,0,0,2,7,0,0,0,0,0,18,3,2013,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1969,43638,0,1,37,19,63,10,7,19,83,2,4,0,1,4,7,0,0,0,0,0,6,8,2012,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1963,80124,0,0,47,241,483,84,205,84,398,1,3,1,7,8,1,0,0,0,0,0,26,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1963,77437,0,0,70,29,560,21,29,44,442,1,4,0,5,13,1,0,0,1,0,0,26,11,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1965,54111,0,1,97,50,267,6,8,3,54,2,5,0,2,6,5,0,0,0,0,0,25,8,2013,False,False,False,False,True,False,False,False,False,False,False,True,False,0
1989,38683,1,0,80,66,46,35,84,41,69,6,4,0,1,6,7,0,0,0,0,0,4,10,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1995,80617,0,0,42,32,594,51,72,55,631,1,4,0,6,8,2,0,0,0,0,0,12,10,2012,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1960,47916,0,1,72,75,505,0,0,0,26,5,7,0,4,6,6,0,1,0,0,0,22,11,2012,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1983,21840,1,0,80,1,17,0,0,0,9,1,1,0,0,3,9,0,0,0,0,0,21,7,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1970,67384,0,1,32,107,957,40,158,53,175,2,7,0,8,5,5,0,1,0,0,0,10,11,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1957,6835,0,1,76,12,107,2,2,2,12,0,0,0,0,1,20,0,0,0,0,0,8,12,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1969,72679,0,1,65,54,619,54,127,54,260,1,4,0,7,5,1,0,0,0,0,0,18,9,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1965,69139,0,1,23,6,86,12,33,15,75,1,4,0,1,5,4,0,0,0,0,0,27,1,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1965,30630,1,1,67,10,27,1,2,0,12,2,2,0,0,3,7,0,0,0,0,0,27,1,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1893,60182,0,1,23,2,8,0,7,0,5,1,1,0,0,2,4,0,0,0,0,0,17,5,2014,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1979,60839,1,1,72,128,600,21,223,150,128,13,2,0,2,12,8,0,0,0,0,0,28,8,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1963,53378,1,1,41,132,489,6,8,6,152,10,9,0,4,6,8,0,0,0,0,0,24,9,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1992,34935,0,0,71,20,34,4,3,10,66,1,2,0,1,4,7,0,0,0,0,0,21,6,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1966,70287,0,0,30,40,295,35,121,120,482,1,5,0,5,10,3,0,0,0,0,0,2,4,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,1
1963,56253,0,1,83,5,509,0,7,11,65,4,7,0,2,9,6,0,0,0,0,0,7,12,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1965,48006,1,1,55,2,23,0,3,2,11,1,1,0,0,3,6,0,0,0,0,0,9,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1958,78952,0,1,11,134,1170,19,99,76,594,2,2,0,5,12,6,0,0,0,0,0,24,9,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1964,79143,0,0,2,32,650,37,27,167,780,1,6,0,9,13,3,0,0,0,0,0,11,8,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1958,80995,0,1,83,56,860,28,73,56,409,1,8,0,9,4,4,0,0,0,0,0,11,5,2013,False,False,False,False,True,False,False,False,False,False,False,True,False,0
1964,60597,0,1,2,66,522,0,32,16,257,4,2,0,2,8,7,0,0,0,1,0,1,1,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1957,82347,0,0,38,63,556,54,202,133,845,1,7,1,7,10,3,0,0,0,1,0,6,11,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,1
1976,71322,0,1,31,42,121,24,24,15,124,1,4,0,1,7,2,0,0,0,0,0,2,5,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1985,54006,1,0,42,97,174,77,6,24,203,2,8,0,1,7,7,0,0,0,0,0,18,9,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1964,78825,0,0,35,18,483,74,169,37,114,1,5,0,10,13,3,0,0,0,0,0,14,9,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,1
1992,63207,0,0,68,70,438,169,91,169,565,1,2,0,3,6,7,0,0,0,1,0,20,1,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1978,16531,1,0,43,11,2,13,7,5,6,3,3,0,0,3,7,0,0,0,0,0,18,6,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1955,75261,0,0,17,17,1239,17,23,34,413,1,5,0,6,5,2,0,1,1,0,0,23,4,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1975,42160,1,1,26,20,48,9,3,15,45,4,2,0,1,4,6,0,0,0,0,0,28,6,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1969,65747,0,1,96,13,346,17,23,13,48,4,8,0,1,6,6,0,1,0,0,0,7,3,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1899,83532,0,0,36,224,755,144,104,64,562,1,4,0,6,4,1,0,0,1,0,0,26,9,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1974,45068,0,1,25,3,14,0,0,0,3,1,1,0,0,2,7,0,0,0,0,0,16,5,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1990,74214,0,0,3,33,863,83,86,99,547,1,8,0,2,5,5,0,0,0,0,0,26,8,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1957,82017,0,0,58,23,184,23,30,23,446,1,5,0,4,7,2,0,1,1,1,0,7,11,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1971,39763,1,0,9,16,80,1,4,6,60,2,5,0,1,2,9,0,0,0,0,0,4,8,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1953,34587,1,1,68,2,7,2,2,0,9,2,1,0,0,3,4,0,0,0,0,0,16,5,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1961,32583,1,1,10,1,5,0,0,0,3,1,1,0,0,2,7,0,0,0,0,0,15,6,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1983,27100,1,0,64,10,12,0,2,0,13,1,1,0,0,3,7,0,0,0,0,0,5,4,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1974,38410,0,0,65,14,153,64,116,64,123,2,5,0,2,9,6,0,0,0,0,0,14,9,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1976,30560,1,0,6,7,9,1,4,5,5,1,1,0,0,3,7,0,0,0,0,0,27,6,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1955,42586,1,1,7,0,194,2,0,0,56,5,4,0,1,6,8,0,0,0,0,0,29,10,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1950,48699,1,1,90,1,26,1,2,0,10,1,1,0,0,3,5,0,0,0,0,0,21,5,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1983,82025,0,0,76,98,267,98,48,70,606,1,3,0,2,6,1,0,0,1,0,0,28,5,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,1
1962,71670,0,0,8,160,1462,16,0,0,128,1,5,0,3,6,6,1,1,1,0,0,9,7,2013,False,False,False,False,True,False,False,False,False,False,False,True,False,1
1988,68655,0,0,95,38,456,19,75,118,832,1,4,0,5,11,3,0,0,0,0,0,10,8,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1980,44010,1,0,46,48,186,36,86,72,234,6,10,0,2,6,9,0,0,0,0,0,13,10,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1982,51390,1,0,57,6,11,3,2,2,22,2,2,0,0,3,6,0,0,0,0,0,17,6,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1975,46772,0,1,88,57,350,104,197,151,189,6,11,1,8,5,8,0,0,0,0,0,7,11,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1962,62568,0,1,99,61,362,17,80,35,398,3,5,0,3,5,4,0,0,0,1,0,7,4,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1975,33249,1,0,11,42,6,10,19,14,21,2,2,0,1,3,6,0,0,0,0,0,20,2,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1963,39548,1,1,87,18,15,4,3,4,10,2,1,0,1,3,3,0,0,0,0,0,31,3,2014,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1962,45183,0,0,33,12,219,3,12,9,60,1,4,0,1,7,7,0,1,0,0,0,20,1,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1974,63206,0,0,65,26,750,8,11,8,125,1,4,0,3,6,2,0,0,1,0,0,20,3,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1965,34230,1,1,72,2,15,0,0,0,4,1,1,0,0,2,7,0,0,0,0,0,26,12,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1951,67680,0,1,8,6,546,0,0,6,48,1,7,0,3,8,5,0,0,0,0,0,11,6,2013,False,False,False,False,True,False,False,False,False,False,False,True,False,0
1971,32892,1,0,78,2,26,0,2,1,15,2,3,0,0,3,8,0,0,0,0,0,25,5,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1971,56850,0,1,83,0,34,1,2,7,19,1,1,0,1,3,2,0,0,0,0,0,23,3,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1971,38590,1,0,65,3,3,1,4,3,8,1,1,0,0,2,8,0,0,0,0,0,15,5,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1975,19789,1,0,24,28,2,5,28,6,9,3,2,1,1,3,5,0,0,0,0,0,20,11,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1983,81698,0,0,1,45,709,45,30,160,115,1,8,0,2,5,5,0,0,0,1,0,1,3,2013,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1979,60474,0,1,25,170,265,199,234,9,303,7,10,0,2,12,7,0,0,0,0,0,1,4,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1952,51537,0,1,27,92,787,20,0,0,204,3,2,0,2,11,8,0,0,0,0,0,9,12,2012,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1962,76081,0,0,85,200,292,30,63,33,415,1,4,0,5,4,2,0,0,0,1,0,23,5,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1982,75777,0,0,12,80,712,26,69,13,538,1,3,0,6,11,1,0,1,1,0,0,4,7,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1974,83145,0,0,14,114,777,35,39,137,731,1,5,0,9,11,2,0,0,1,0,0,22,9,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1973,27159,1,1,33,1,17,0,0,0,3,2,1,0,0,3,6,0,0,0,0,0,29,3,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1953,51411,1,2,81,1,14,0,0,0,3,1,0,0,0,3,5,0,0,0,0,0,26,5,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1971,71796,0,0,54,32,354,21,167,75,311,1,9,0,3,4,4,0,0,0,0,0,24,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1965,71613,0,0,26,42,426,49,111,21,127,1,8,0,2,10,4,0,0,0,0,0,21,8,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1963,49980,0,1,79,14,104,1,13,9,54,2,3,0,1,5,5,0,0,0,0,0,23,10,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1949,48150,0,1,24,47,173,2,3,2,39,3,5,0,1,4,7,0,0,0,0,0,8,6,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1960,62807,0,1,83,99,526,28,10,21,135,3,5,0,3,12,5,0,0,0,0,0,31,8,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1965,77343,0,0,28,31,227,151,98,54,573,1,3,0,4,9,1,0,0,0,0,0,9,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1976,7500,0,0,59,16,6,16,11,1,11,1,2,0,0,3,8,0,0,0,0,0,13,11,2012,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1965,70924,0,0,41,76,635,114,132,152,254,1,6,0,6,7,3,0,0,1,0,0,7,4,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1953,65569,0,1,96,70,397,46,20,38,288,2,6,0,5,10,3,0,0,0,0,0,5,11,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1984,90000,0,0,91,241,675,144,94,192,133,1,4,1,8,5,1,0,0,1,1,0,23,12,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1965,70053,0,1,38,89,512,53,81,179,98,3,8,0,5,10,5,0,0,0,0,0,3,7,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1969,48240,0,0,73,41,389,91,64,49,248,3,6,0,3,13,5,0,0,0,0,0,9,11,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,1
1954,45736,0,1,92,43,188,3,20,3,180,5,7,0,1,6,7,0,0,0,0,0,24,7,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1963,45146,1,1,28,15,33,0,0,0,5,2,1,0,1,2,4,0,0,0,0,0,15,7,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1971,35178,1,0,10,18,23,1,2,2,13,1,1,1,1,2,7,0,0,0,0,0,10,1,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,1
1976,78416,0,1,99,183,453,38,188,38,279,2,7,0,7,10,3,0,0,0,0,0,27,6,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1982,70038,0,0,54,130,587,54,71,54,348,1,4,0,4,8,2,0,0,0,0,0,25,10,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1975,17459,1,0,12,30,6,4,3,10,16,3,3,0,1,2,7,0,0,0,0,0,19,9,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1976,33181,1,0,90,4,9,0,0,0,3,1,1,1,0,2,6,0,0,0,0,0,3,1,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1963,80695,0,0,85,18,557,129,193,37,984,1,5,0,8,5,2,0,0,0,0,0,29,12,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1970,81205,0,0,43,130,724,74,97,55,929,1,5,1,6,7,2,1,0,1,0,0,13,1,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1978,37717,1,0,31,5,9,0,4,1,6,1,1,0,0,2,9,0,0,0,0,0,23,11,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1993,74293,0,0,66,81,375,152,93,91,335,1,5,0,4,6,2,0,0,0,0,0,4,5,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1972,30675,1,0,14,21,10,2,11,2,16,1,1,0,0,3,8,0,0,0,0,0,12,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,54108,1,1,74,97,539,6,8,6,91,13,8,0,2,9,8,0,0,0,0,0,5,11,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1953,40464,0,1,78,41,424,17,7,23,118,6,8,0,2,8,8,0,0,0,0,0,11,1,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1949,67911,0,1,63,0,529,0,63,28,356,3,6,0,7,11,3,0,0,0,0,0,22,5,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1988,29604,1,0,88,14,7,6,7,6,13,1,1,1,0,3,9,0,0,0,0,0,8,12,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1972,33622,1,1,22,12,39,1,3,4,22,3,2,0,0,4,7,0,0,0,0,0,13,4,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1956,58656,0,1,25,12,962,12,16,24,194,4,7,0,8,13,6,0,0,1,0,0,20,9,2012,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1975,11448,0,0,16,6,0,0,6,2,0,1,1,0,0,2,6,0,0,0,0,0,15,12,2013,True,False,False,False,False,False,False,True,False,False,False,False,False,0
1988,23331,1,0,97,5,104,20,24,15,101,6,5,0,1,5,9,0,0,0,0,0,5,10,2012,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1951,70792,0,0,82,114,344,45,104,11,654,2,3,0,4,10,3,0,0,0,0,0,6,2,2013,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1988,78285,0,0,13,40,647,107,175,67,391,1,6,0,4,10,3,0,0,0,0,0,28,10,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1965,76800,0,0,33,81,173,26,35,71,255,1,4,0,4,7,1,0,0,0,0,0,8,3,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1986,26816,0,0,50,3,5,1,3,4,6,1,0,0,0,3,4,0,0,0,0,0,17,8,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1985,7500,1,0,98,34,5,17,13,14,17,4,2,0,1,3,9,0,0,0,0,0,1,8,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1980,25130,1,0,10,18,2,5,0,18,7,2,2,0,0,3,7,0,0,0,0,0,2,10,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1976,40780,0,1,30,34,229,27,13,3,71,4,7,0,1,5,9,0,0,0,0,0,8,9,2012,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1979,31086,1,1,79,16,16,2,3,0,11,2,1,1,1,2,8,0,0,0,0,0,4,5,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1987,42000,0,0,23,35,124,83,85,59,267,2,5,0,2,11,5,0,0,0,0,0,10,1,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,1
1991,61618,0,0,27,205,605,91,0,45,399,2,3,0,6,8,3,0,0,0,0,0,29,9,2012,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1970,36138,1,1,48,5,130,0,0,0,16,5,3,0,1,4,7,0,1,0,0,0,16,7,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1949,69098,0,0,82,178,1315,22,145,0,780,1,7,0,8,9,5,0,0,0,0,0,16,2,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1964,55761,0,1,97,32,136,1,0,3,12,2,4,0,1,3,6,0,1,0,0,0,24,4,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1987,29236,1,0,30,9,37,4,16,9,24,2,4,0,0,3,9,0,0,0,0,0,8,10,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1950,59292,0,1,71,14,378,14,19,14,68,2,3,0,5,8,3,0,0,0,0,0,13,6,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1968,23748,1,0,97,8,6,6,12,15,29,3,2,0,1,3,8,0,0,0,0,0,21,11,2012,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1962,31497,0,1,22,4,108,1,13,1,28,2,3,0,1,4,8,0,0,0,0,0,6,12,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1963,48799,0,1,9,24,174,18,28,6,81,3,3,0,2,7,3,0,0,0,0,0,5,11,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1954,62820,0,0,51,53,398,61,138,61,265,1,3,0,4,6,1,0,0,0,0,0,11,5,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1979,33462,1,0,78,11,22,3,0,0,18,1,2,0,0,3,7,0,0,0,0,0,7,8,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1988,24645,1,0,16,0,5,3,4,1,4,1,1,0,0,2,8,0,0,0,0,0,1,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,31535,1,0,95,19,15,4,0,0,13,1,1,1,1,2,7,0,0,0,0,0,26,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1984,38680,1,0,97,12,11,0,15,5,36,1,2,0,0,3,7,0,0,0,0,0,28,3,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,14515,1,0,71,35,6,4,6,36,9,4,2,0,2,3,7,0,0,0,0,0,9,11,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,1
1976,64892,0,1,77,65,527,24,32,24,230,2,6,0,4,12,4,0,0,0,0,0,29,5,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1981,36143,1,0,33,6,12,0,0,0,1,1,0,0,1,2,3,0,0,0,0,0,30,3,2014,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1967,30753,1,1,85,30,12,5,0,9,25,2,1,0,1,3,5,0,0,0,0,0,11,7,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1949,49912,0,1,5,42,520,8,32,49,223,4,10,1,5,7,8,0,0,0,0,0,7,9,2012,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1977,22701,1,0,2,5,2,4,0,4,9,1,1,0,0,3,5,0,0,0,0,0,5,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1979,61825,0,1,56,27,162,50,55,30,100,1,4,0,2,8,4,0,0,0,0,0,7,8,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1966,63810,0,1,45,101,977,12,16,12,253,4,4,0,3,12,8,0,1,0,0,0,11,11,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1977,71855,0,1,59,28,548,31,0,112,422,4,5,0,5,11,3,0,0,0,0,0,16,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1974,71466,0,0,86,0,412,12,78,182,546,1,4,0,4,10,1,0,0,0,0,0,5,4,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1974,45894,0,2,15,13,27,2,0,2,7,1,1,0,0,3,5,0,0,0,0,0,27,2,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1972,59868,0,1,37,154,771,51,54,10,154,7,11,0,2,12,6,0,0,0,0,0,22,7,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1958,51412,0,1,42,14,140,3,4,5,29,2,3,0,2,4,4,0,0,0,0,0,31,12,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1953,69267,0,0,31,146,778,44,95,73,499,2,3,0,4,5,7,0,0,0,0,0,22,9,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1973,34961,1,0,77,1,45,2,4,1,26,3,3,0,1,3,7,0,0,0,0,0,19,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1974,49166,0,1,17,110,224,2,7,0,25,2,5,0,3,3,6,0,0,0,0,0,13,6,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1949,67911,0,1,63,0,529,0,63,28,356,3,6,0,7,11,3,0,0,0,0,0,22,5,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1982,50272,1,0,75,4,99,13,43,8,66,3,4,0,1,5,7,0,0,0,0,0,7,8,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1945,70356,0,0,20,33,1349,16,43,16,249,2,10,0,6,9,6,0,0,0,0,0,5,11,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1971,36715,1,0,16,16,172,10,21,13,125,6,7,0,2,4,9,0,0,0,0,0,17,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1988,35388,1,0,20,8,6,4,4,3,7,1,1,0,0,3,7,0,0,0,0,0,7,3,2013,True,False,False,False,False,False,False,True,False,False,False,False,False,0
1973,27190,1,0,13,3,1,6,0,1,7,1,1,1,0,2,8,0,0,0,0,0,15,8,2013,False,True,False,False,False,False,False,False,False,False,True,False,False,1
1969,62772,0,1,74,108,581,49,43,8,157,1,5,0,6,11,2,0,1,0,0,0,19,5,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1966,22634,0,0,47,46,2,23,8,6,11,1,2,0,1,2,8,0,0,0,0,0,16,1,2013,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1976,26326,0,0,12,9,1,0,0,3,5,1,0,0,0,3,3,0,0,0,0,1,4,9,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
